City,State short,State full,County
Princeton,KS,Kansas,FRANKLIN
Rantoul,KS,Kansas,FRANKLIN
Richmond,KS,Kansas,FRANKLIN
Spring Hill,KS,Kansas,JOHNSON
Stilwell,KS,Kansas,JOHNSON
Tonganoxie,KS,Kansas,LEAVENWORTH
Troy,KS,Kansas,DONIPHAN
Valley Falls,KS,Kansas,JEFFERSON
Wathena,KS,Kansas,DONIPHAN
Welda,KS,Kansas,ANDERSON
Wellsville,KS,Kansas,FRANKLIN
Westphalia,KS,Kansas,ANDERSON
White Cloud,KS,Kansas,DONIPHAN
Williamsburg,KS,Kansas,FRANKLIN
Winchester,KS,Kansas,JEFFERSON
Kansas City,KS,Kansas,WYANDOTTE
Edwardsville,KS,Kansas,WYANDOTTE
Mission,KS,Kansas,JOHNSON
SM,KS,Kansas,JOHNSON
Shawnee,KS,Kansas,JOHNSON
OP,KS,Kansas,JOHNSON
Overland Park,KS,Kansas,JOHNSON
Leawood,KS,Kansas,JOHNSON
Prairie Village,KS,Kansas,JOHNSON
Lenexa,KS,Kansas,JOHNSON
Shawnee Mission,KS,Kansas,JOHNSON
Alma,KS,Kansas,WABAUNSEE
Auburn,KS,Kansas,SHAWNEE
Axtell,KS,Kansas,MARSHALL
Baileyville,KS,Kansas,NEMAHA
Beattie,KS,Kansas,MARSHALL
Belvue,KS,Kansas,POTTAWATOMIE
Bern,KS,Kansas,NEMAHA
Berryton,KS,Kansas,SHAWNEE
Blue Rapids,KS,Kansas,MARSHALL
Bremen,KS,Kansas,MARSHALL
Burlingame,KS,Kansas,OSAGE
Carbondale,KS,Kansas,OSAGE
Centralia,KS,Kansas,NEMAHA
Circleville,KS,Kansas,JACKSON
Corning,KS,Kansas,NEMAHA
Delia,KS,Kansas,JACKSON
Denison,KS,Kansas,JACKSON
Dover,KS,Kansas,SHAWNEE
Emmett,KS,Kansas,POTTAWATOMIE
Eskridge,KS,Kansas,WABAUNSEE
Everest,KS,Kansas,BROWN
Fairview,KS,Kansas,BROWN
Fostoria,KS,Kansas,POTTAWATOMIE
Frankfort,KS,Kansas,MARSHALL
Goff,KS,Kansas,NEMAHA
Grantville,KS,Kansas,JEFFERSON
Harveyville,KS,Kansas,WABAUNSEE
Havensville,KS,Kansas,POTTAWATOMIE
Hiawatha,KS,Kansas,BROWN
Holton,KS,Kansas,JACKSON
Home,KS,Kansas,MARSHALL
Horton,KS,Kansas,BROWN
Hoyt,KS,Kansas,JACKSON
Junction City,KS,Kansas,GEARY
Fort Riley,KS,Kansas,GEARY
Leonardville,KS,Kansas,RILEY
Lyndon,KS,Kansas,OSAGE
Mc Farland,KS,Kansas,WABAUNSEE
Manhattan,KS,Kansas,RILEY
Maple Hill,KS,Kansas,WABAUNSEE
Marysville,KS,Kansas,MARSHALL
Mayetta,KS,Kansas,JACKSON
Melvern,KS,Kansas,OSAGE
Meriden,KS,Kansas,JEFFERSON
Milford,KS,Kansas,GEARY
Morrill,KS,Kansas,BROWN
Netawaka,KS,Kansas,JACKSON
Ogden,KS,Kansas,RILEY
Oketo,KS,Kansas,MARSHALL
Olsburg,KS,Kansas,POTTAWATOMIE
Onaga,KS,Kansas,POTTAWATOMIE
Oneida,KS,Kansas,NEMAHA
Osage City,KS,Kansas,OSAGE
Overbrook,KS,Kansas,OSAGE
Paxico,KS,Kansas,WABAUNSEE
Powhattan,KS,Kansas,BROWN
Quenemo,KS,Kansas,OSAGE
Riley,KS,Kansas,RILEY
Robinson,KS,Kansas,BROWN
Rossville,KS,Kansas,SHAWNEE
Sabetha,KS,Kansas,NEMAHA
Saint George,KS,Kansas,POTTAWATOMIE
Saint Marys,KS,Kansas,POTTAWATOMIE
Scranton,KS,Kansas,OSAGE
Seneca,KS,Kansas,NEMAHA
Silver Lake,KS,Kansas,SHAWNEE
Soldier,KS,Kansas,JACKSON
Summerfield,KS,Kansas,MARSHALL
Tecumseh,KS,Kansas,SHAWNEE
Vassar,KS,Kansas,OSAGE
Vermillion,KS,Kansas,MARSHALL
Wakarusa,KS,Kansas,SHAWNEE
Wamego,KS,Kansas,POTTAWATOMIE
Waterville,KS,Kansas,MARSHALL
Westmoreland,KS,Kansas,POTTAWATOMIE
Wetmore,KS,Kansas,NEMAHA
Whiting,KS,Kansas,JACKSON
Randolph,KS,Kansas,RILEY
Topeka,KS,Kansas,SHAWNEE
Fort Scott,KS,Kansas,BOURBON
Altoona,KS,Kansas,WILSON
Arcadia,KS,Kansas,CRAWFORD
Arma,KS,Kansas,CRAWFORD
Baxter Springs,KS,Kansas,CHEROKEE
Benedict,KS,Kansas,WILSON
Bronson,KS,Kansas,BOURBON
Buffalo,KS,Kansas,WILSON
Chanute,KS,Kansas,NEOSHO
Cherokee,KS,Kansas,CRAWFORD
Columbus,KS,Kansas,CHEROKEE
Crestline,KS,Kansas,CHEROKEE
Elsmore,KS,Kansas,ALLEN
Erie,KS,Kansas,NEOSHO
Farlington,KS,Kansas,CRAWFORD
Franklin,KS,Kansas,CRAWFORD
Fredonia,KS,Kansas,WILSON
Fulton,KS,Kansas,BOURBON
Galena,KS,Kansas,CHEROKEE
Galesburg,KS,Kansas,NEOSHO
Garland,KS,Kansas,BOURBON
Gas,KS,Kansas,ALLEN
Girard,KS,Kansas,CRAWFORD
Hepler,KS,Kansas,CRAWFORD
Humboldt,KS,Kansas,ALLEN
Iola,KS,Kansas,ALLEN
La Harpe,KS,Kansas,ALLEN
Mc Cune,KS,Kansas,CRAWFORD
Mapleton,KS,Kansas,BOURBON
Moran,KS,Kansas,ALLEN
Mulberry,KS,Kansas,CRAWFORD
Neodesha,KS,Kansas,WILSON
Neosho Falls,KS,Kansas,COFFEY
New Albany,KS,Kansas,WILSON
Opolis,KS,Kansas,CRAWFORD
Piqua,KS,Kansas,WOODSON
Pittsburg,KS,Kansas,CRAWFORD
Frontenac,KS,Kansas,CRAWFORD
Prescott,KS,Kansas,LINN
Redfield,KS,Kansas,BOURBON
Riverton,KS,Kansas,CHEROKEE
Saint Paul,KS,Kansas,NEOSHO
Savonburg,KS,Kansas,ALLEN
Scammon,KS,Kansas,CHEROKEE
Stark,KS,Kansas,NEOSHO
Thayer,KS,Kansas,NEOSHO
Toronto,KS,Kansas,WOODSON
Treece,KS,Kansas,CHEROKEE
Uniontown,KS,Kansas,BOURBON
Walnut,KS,Kansas,CRAWFORD
Weir,KS,Kansas,CHEROKEE
West Mineral,KS,Kansas,CHEROKEE
Yates Center,KS,Kansas,WOODSON
Emporia,KS,Kansas,LYON
Admire,KS,Kansas,LYON
Allen,KS,Kansas,LYON
Alta Vista,KS,Kansas,WABAUNSEE
Americus,KS,Kansas,LYON
Burdick,KS,Kansas,MORRIS
Burlington,KS,Kansas,COFFEY
Burns,KS,Kansas,MARION
Cassoday,KS,Kansas,BUTLER
Cedar Point,KS,Kansas,CHASE
Cottonwood Falls,KS,Kansas,CHASE
Council Grove,KS,Kansas,MORRIS
Dwight,KS,Kansas,MORRIS
Elmdale,KS,Kansas,CHASE
Florence,KS,Kansas,MARION
Gridley,KS,Kansas,COFFEY
Hamilton,KS,Kansas,GREENWOOD
Hartford,KS,Kansas,LYON
Lamont,KS,Kansas,GREENWOOD
Lebo,KS,Kansas,COFFEY
Le Roy,KS,Kansas,COFFEY
Lincolnville,KS,Kansas,MARION
Lost Springs,KS,Kansas,MARION
Madison,KS,Kansas,GREENWOOD
Marion,KS,Kansas,MARION
Matfield Green,KS,Kansas,CHASE
Neal,KS,Kansas,GREENWOOD
Neosho Rapids,KS,Kansas,LYON
Olpe,KS,Kansas,LYON
Peabody,KS,Kansas,MARION
Reading,KS,Kansas,LYON
Strong City,KS,Kansas,CHASE
Virgil,KS,Kansas,GREENWOOD
Waverly,KS,Kansas,COFFEY
White City,KS,Kansas,MORRIS
Wilsey,KS,Kansas,MORRIS
Concordia,KS,Kansas,CLOUD
Agenda,KS,Kansas,REPUBLIC
Athol,KS,Kansas,SMITH
Barnes,KS,Kansas,WASHINGTON
Belleville,KS,Kansas,REPUBLIC
Burr Oak,KS,Kansas,JEWELL
Clifton,KS,Kansas,WASHINGTON
Clyde,KS,Kansas,CLOUD
Courtland,KS,Kansas,REPUBLIC
Cuba,KS,Kansas,REPUBLIC
Esbon,KS,Kansas,JEWELL
Formoso,KS,Kansas,JEWELL
Greenleaf,KS,Kansas,WASHINGTON
Haddam,KS,Kansas,WASHINGTON
Hanover,KS,Kansas,WASHINGTON
Hollenberg,KS,Kansas,WASHINGTON
Jamestown,KS,Kansas,CLOUD
Jewell,KS,Kansas,JEWELL
Kensington,KS,Kansas,SMITH
Lebanon,KS,Kansas,SMITH
Linn,KS,Kansas,WASHINGTON
Mahaska,KS,Kansas,WASHINGTON
Mankato,KS,Kansas,JEWELL
Morrowville,KS,Kansas,WASHINGTON
Munden,KS,Kansas,REPUBLIC
Narka,KS,Kansas,REPUBLIC
Norway,KS,Kansas,REPUBLIC
Palmer,KS,Kansas,WASHINGTON
Randall,KS,Kansas,JEWELL
Republic,KS,Kansas,REPUBLIC
Scandia,KS,Kansas,REPUBLIC
Smith Center,KS,Kansas,SMITH
Washington,KS,Kansas,WASHINGTON
Webber,KS,Kansas,JEWELL
Andale,KS,Kansas,SEDGWICK
Andover,KS,Kansas,BUTLER
Anthony,KS,Kansas,HARPER
Argonia,KS,Kansas,SUMNER
Arkansas City,KS,Kansas,COWLEY
Atlanta,KS,Kansas,COWLEY
Attica,KS,Kansas,HARPER
Augusta,KS,Kansas,BUTLER
Beaumont,KS,Kansas,BUTLER
Belle Plaine,KS,Kansas,SUMNER
Bentley,KS,Kansas,SEDGWICK
Benton,KS,Kansas,BUTLER
Bluff City,KS,Kansas,HARPER
Burden,KS,Kansas,COWLEY
Burrton,KS,Kansas,HARVEY
Byers,KS,Kansas,PRATT
Caldwell,KS,Kansas,SUMNER
Cambridge,KS,Kansas,COWLEY
Cedar Vale,KS,Kansas,CHAUTAUQUA
Cheney,KS,Kansas,SEDGWICK
Clearwater,KS,Kansas,SEDGWICK
Coats,KS,Kansas,PRATT
Coldwater,KS,Kansas,COMANCHE
Colwich,KS,Kansas,SEDGWICK
Conway Springs,KS,Kansas,SUMNER
Cunningham,KS,Kansas,KINGMAN
Danville,KS,Kansas,HARPER
Derby,KS,Kansas,SEDGWICK
Dexter,KS,Kansas,COWLEY
Douglass,KS,Kansas,BUTLER
Elbing,KS,Kansas,BUTLER
El Dorado,KS,Kansas,BUTLER
Eureka,KS,Kansas,GREENWOOD
Fall River,KS,Kansas,GREENWOOD
Freeport,KS,Kansas,HARPER
Garden Plain,KS,Kansas,SEDGWICK
Geuda Springs,KS,Kansas,SUMNER
Goddard,KS,Kansas,SEDGWICK
Goessel,KS,Kansas,MARION
Greensburg,KS,Kansas,KIOWA
Greenwich,KS,Kansas,SEDGWICK
Halstead,KS,Kansas,HARVEY
Hardtner,KS,Kansas,BARBER
Harper,KS,Kansas,HARPER
Haviland,KS,Kansas,KIOWA
Haysville,KS,Kansas,SEDGWICK
Hazelton,KS,Kansas,BARBER
Hesston,KS,Kansas,HARVEY
Hillsboro,KS,Kansas,MARION
Isabel,KS,Kansas,BARBER
Iuka,KS,Kansas,PRATT
Kechi,KS,Kansas,SEDGWICK
Kingman,KS,Kansas,KINGMAN
Kiowa,KS,Kansas,BARBER
Lake City,KS,Kansas,BARBER
Latham,KS,Kansas,BUTLER
Lehigh,KS,Kansas,MARION
Leon,KS,Kansas,BUTLER
Maize,KS,Kansas,SEDGWICK
Maple City,KS,Kansas,COWLEY
Mayfield,KS,Kansas,SUMNER
Medicine Lodge,KS,Kansas,BARBER
Milan,KS,Kansas,SUMNER
Milton,KS,Kansas,SUMNER
Moundridge,KS,Kansas,MCPHERSON
Mount Hope,KS,Kansas,SEDGWICK
Mullinville,KS,Kansas,KIOWA
Mulvane,KS,Kansas,SEDGWICK
Murdock,KS,Kansas,KINGMAN
Nashville,KS,Kansas,KINGMAN
Newton,KS,Kansas,HARVEY
North Newton,KS,Kansas,HARVEY
Norwich,KS,Kansas,KINGMAN
Oxford,KS,Kansas,SUMNER
Peck,KS,Kansas,SUMNER
Piedmont,KS,Kansas,GREENWOOD
Potwin,KS,Kansas,BUTLER
Pratt,KS,Kansas,PRATT
Protection,KS,Kansas,COMANCHE
Rock,KS,Kansas,COWLEY
Rosalia,KS,Kansas,BUTLER
Rose Hill,KS,Kansas,BUTLER
Sawyer,KS,Kansas,PRATT
Sedgwick,KS,Kansas,HARVEY
Severy,KS,Kansas,GREENWOOD
Sharon,KS,Kansas,BARBER
South Haven,KS,Kansas,SUMNER
Spivey,KS,Kansas,KINGMAN
Sun City,KS,Kansas,BARBER
Towanda,KS,Kansas,BUTLER
Udall,KS,Kansas,COWLEY
Valley Center,KS,Kansas,SEDGWICK
Viola,KS,Kansas,SEDGWICK
Waldron,KS,Kansas,HARPER
Walton,KS,Kansas,HARVEY
Wellington,KS,Kansas,SUMNER
Whitewater,KS,Kansas,BUTLER
Wilmore,KS,Kansas,COMANCHE
Winfield,KS,Kansas,COWLEY
Zenda,KS,Kansas,KINGMAN
Wichita,KS,Kansas,SEDGWICK
Mcconnell AFB,KS,Kansas,SEDGWICK
Independence,KS,Kansas,MONTGOMERY
Altamont,KS,Kansas,LABETTE
Bartlett,KS,Kansas,LABETTE
Caney,KS,Kansas,MONTGOMERY
Chautauqua,KS,Kansas,CHAUTAUQUA
Cherryvale,KS,Kansas,MONTGOMERY
Chetopa,KS,Kansas,LABETTE
Coffeyville,KS,Kansas,MONTGOMERY
Dearing,KS,Kansas,MONTGOMERY
Dennis,KS,Kansas,LABETTE
Edna,KS,Kansas,LABETTE
Elk City,KS,Kansas,MONTGOMERY
Elk Falls,KS,Kansas,ELK
Grenola,KS,Kansas,ELK
Havana,KS,Kansas,MONTGOMERY
Howard,KS,Kansas,ELK
Liberty,KS,Kansas,MONTGOMERY
Longton,KS,Kansas,ELK
Moline,KS,Kansas,ELK
Mound Valley,KS,Kansas,LABETTE
Niotaze,KS,Kansas,CHAUTAUQUA
Oswego,KS,Kansas,LABETTE
Parsons,KS,Kansas,LABETTE
Peru,KS,Kansas,CHAUTAUQUA
Sedan,KS,Kansas,CHAUTAUQUA
Sycamore,KS,Kansas,MONTGOMERY
Tyro,KS,Kansas,MONTGOMERY
Salina,KS,Kansas,SALINE
Abilene,KS,Kansas,DICKINSON
Assaria,KS,Kansas,SALINE
Aurora,KS,Kansas,CLOUD
Barnard,KS,Kansas,LINCOLN
Beloit,KS,Kansas,MITCHELL
Bennington,KS,Kansas,OTTAWA
Beverly,KS,Kansas,LINCOLN
Brookville,KS,Kansas,SALINE
Bushton,KS,Kansas,RICE
Canton,KS,Kansas,MCPHERSON
Cawker City,KS,Kansas,MITCHELL
Chapman,KS,Kansas,DICKINSON
Clay Center,KS,Kansas,CLAY
Delphos,KS,Kansas,OTTAWA
Downs,KS,Kansas,OSBORNE
Durham,KS,Kansas,MARION
Ellsworth,KS,Kansas,ELLSWORTH
Enterprise,KS,Kansas,DICKINSON
Falun,KS,Kansas,SALINE
Galva,KS,Kansas,MCPHERSON
Geneseo,KS,Kansas,RICE
Glasco,KS,Kansas,CLOUD
Glen Elder,KS,Kansas,MITCHELL
Green,KS,Kansas,CLAY
Gypsum,KS,Kansas,SALINE
Herington,KS,Kansas,DICKINSON
Holyrood,KS,Kansas,ELLSWORTH
Hope,KS,Kansas,DICKINSON
Hunter,KS,Kansas,MITCHELL
Kanopolis,KS,Kansas,ELLSWORTH
Lincoln,KS,Kansas,LINCOLN
Lindsborg,KS,Kansas,MCPHERSON
Little River,KS,Kansas,RICE
Longford,KS,Kansas,CLAY
Lorraine,KS,Kansas,ELLSWORTH
Mcpherson,KS,Kansas,MCPHERSON
Marquette,KS,Kansas,MCPHERSON
Miltonvale,KS,Kansas,CLOUD
Minneapolis,KS,Kansas,OTTAWA
Morganville,KS,Kansas,CLAY
New Cambria,KS,Kansas,SALINE
Osborne,KS,Kansas,OSBORNE
Portis,KS,Kansas,OSBORNE
Ramona,KS,Kansas,MARION
Roxbury,KS,Kansas,MCPHERSON
Simpson,KS,Kansas,MITCHELL
Solomon,KS,Kansas,DICKINSON
Sylvan Grove,KS,Kansas,LINCOLN
Talmage,KS,Kansas,DICKINSON
Tampa,KS,Kansas,MARION
Tescott,KS,Kansas,OTTAWA
Tipton,KS,Kansas,MITCHELL
Wakefield,KS,Kansas,CLAY
Wilson,KS,Kansas,ELLSWORTH
Windom,KS,Kansas,MCPHERSON
Woodbine,KS,Kansas,DICKINSON
Hutchinson,KS,Kansas,RENO
South Hutchinson,KS,Kansas,RENO
Abbyville,KS,Kansas,RENO
Albert,KS,Kansas,BARTON
Alden,KS,Kansas,RICE
Alexander,KS,Kansas,RUSH
Arlington,KS,Kansas,RENO
Arnold,KS,Kansas,NESS
Bazine,KS,Kansas,NESS
Beeler,KS,Kansas,NESS
Belpre,KS,Kansas,EDWARDS
Bison,KS,Kansas,RUSH
Brownell,KS,Kansas,NESS
Buhler,KS,Kansas,RENO
Burdett,KS,Kansas,PAWNEE
Chase,KS,Kansas,RICE
Claflin,KS,Kansas,BARTON
Ellinwood,KS,Kansas,BARTON
Garfield,KS,Kansas,PAWNEE
Great Bend,KS,Kansas,BARTON
Haven,KS,Kansas,RENO
Hoisington,KS,Kansas,BARTON
Hudson,KS,Kansas,STAFFORD
Inman,KS,Kansas,MCPHERSON
Kinsley,KS,Kansas,EDWARDS
La Crosse,KS,Kansas,RUSH
Larned,KS,Kansas,PAWNEE
Lewis,KS,Kansas,EDWARDS
Liebenthal,KS,Kansas,RUSH
Lyons,KS,Kansas,RICE
Mc Cracken,KS,Kansas,RUSH
Macksville,KS,Kansas,STAFFORD
Nekoma,KS,Kansas,RUSH
Ness City,KS,Kansas,NESS
Nickerson,KS,Kansas,RENO
Offerle,KS,Kansas,EDWARDS
Olmitz,KS,Kansas,BARTON
Otis,KS,Kansas,RUSH
Partridge,KS,Kansas,RENO
Pawnee Rock,KS,Kansas,BARTON
Plevna,KS,Kansas,RENO
Pretty Prairie,KS,Kansas,RENO
Ransom,KS,Kansas,NESS
Raymond,KS,Kansas,RICE
Rozel,KS,Kansas,PAWNEE
Rush Center,KS,Kansas,RUSH
Saint John,KS,Kansas,STAFFORD
Stafford,KS,Kansas,STAFFORD
Sterling,KS,Kansas,RICE
Sylvia,KS,Kansas,RENO
Turon,KS,Kansas,RENO
Utica,KS,Kansas,NESS
Yoder,KS,Kansas,RENO
Hays,KS,Kansas,ELLIS
Agra,KS,Kansas,PHILLIPS
Almena,KS,Kansas,NORTON
Alton,KS,Kansas,OSBORNE
Bogue,KS,Kansas,GRAHAM
Bunker Hill,KS,Kansas,RUSSELL
Catharine,KS,Kansas,ELLIS
Cedar,KS,Kansas,SMITH
Clayton,KS,Kansas,NORTON
Collyer,KS,Kansas,TREGO
Damar,KS,Kansas,ROOKS
Dorrance,KS,Kansas,RUSSELL
Dresden,KS,Kansas,DECATUR
Ellis,KS,Kansas,ELLIS
Gaylord,KS,Kansas,SMITH
Glade,KS,Kansas,PHILLIPS
Gorham,KS,Kansas,RUSSELL
Hill City,KS,Kansas,GRAHAM
Jennings,KS,Kansas,DECATUR
Kirwin,KS,Kansas,PHILLIPS
Lenora,KS,Kansas,NORTON
Logan,KS,Kansas,PHILLIPS
Long Island,KS,Kansas,PHILLIPS
Lucas,KS,Kansas,RUSSELL
Luray,KS,Kansas,RUSSELL
Morland,KS,Kansas,GRAHAM
Natoma,KS,Kansas,OSBORNE
Norcatur,KS,Kansas,DECATUR
Norton,KS,Kansas,NORTON
Ogallah,KS,Kansas,TREGO
Palco,KS,Kansas,ROOKS
Paradise,KS,Kansas,RUSSELL
Penokee,KS,Kansas,GRAHAM
Pfeifer,KS,Kansas,ELLIS
Phillipsburg,KS,Kansas,PHILLIPS
Plainville,KS,Kansas,ROOKS
Prairie View,KS,Kansas,PHILLIPS
Russell,KS,Kansas,RUSSELL
Schoenchen,KS,Kansas,ELLIS
Stockton,KS,Kansas,ROOKS
Victoria,KS,Kansas,ELLIS
Wakeeney,KS,Kansas,TREGO
Waldo,KS,Kansas,RUSSELL
Walker,KS,Kansas,ELLIS
Woodston,KS,Kansas,ROOKS
Colby,KS,Kansas,THOMAS
Atwood,KS,Kansas,RAWLINS
Bird City,KS,Kansas,CHEYENNE
Brewster,KS,Kansas,THOMAS
Edson,KS,Kansas,SHERMAN
Gem,KS,Kansas,THOMAS
Goodland,KS,Kansas,SHERMAN
Gove,KS,Kansas,GOVE
Grainfield,KS,Kansas,GOVE
Grinnell,KS,Kansas,GOVE
Herndon,KS,Kansas,RAWLINS
Hoxie,KS,Kansas,SHERIDAN
Kanorado,KS,Kansas,SHERMAN
Levant,KS,Kansas,THOMAS
Ludell,KS,Kansas,RAWLINS
Mc Donald,KS,Kansas,RAWLINS
Monument,KS,Kansas,LOGAN
Oakley,KS,Kansas,LOGAN
Oberlin,KS,Kansas,DECATUR
Park,KS,Kansas,GOVE
Quinter,KS,Kansas,GOVE
Rexford,KS,Kansas,THOMAS
Saint Francis,KS,Kansas,CHEYENNE
Selden,KS,Kansas,SHERIDAN
Sharon Springs,KS,Kansas,WALLACE
Wallace,KS,Kansas,WALLACE
Weskan,KS,Kansas,WALLACE
Winona,KS,Kansas,LOGAN
Dodge City,KS,Kansas,FORD
Ashland,KS,Kansas,CLARK
Bucklin,KS,Kansas,FORD
Cimarron,KS,Kansas,GRAY
Coolidge,KS,Kansas,HAMILTON
Copeland,KS,Kansas,GRAY
Deerfield,KS,Kansas,KEARNY
Dighton,KS,Kansas,LANE
Englewood,KS,Kansas,CLARK
Ensign,KS,Kansas,GRAY
Ford,KS,Kansas,FORD
Fort Dodge,KS,Kansas,FORD
Fowler,KS,Kansas,MEADE
Garden City,KS,Kansas,FINNEY
Hanston,KS,Kansas,HODGEMAN
Healy,KS,Kansas,LANE
Holcomb,KS,Kansas,FINNEY
Ingalls,KS,Kansas,GRAY
Jetmore,KS,Kansas,HODGEMAN
Johnson,KS,Kansas,STANTON
Kendall,KS,Kansas,HAMILTON
Kismet,KS,Kansas,SEWARD
Lakin,KS,Kansas,KEARNY
Leoti,KS,Kansas,WICHITA
Manter,KS,Kansas,STANTON
Marienthal,KS,Kansas,WICHITA
Meade,KS,Kansas,MEADE
Minneola,KS,Kansas,CLARK
Montezuma,KS,Kansas,GRAY
Pierceville,KS,Kansas,FINNEY
Plains,KS,Kansas,MEADE
Satanta,KS,Kansas,HASKELL
Scott City,KS,Kansas,SCOTT
Spearville,KS,Kansas,FORD
Sublette,KS,Kansas,HASKELL
Syracuse,KS,Kansas,HAMILTON
Tribune,KS,Kansas,GREELEY
Ulysses,KS,Kansas,GRANT
Wright,KS,Kansas,FORD
Liberal,KS,Kansas,SEWARD
Elkhart,KS,Kansas,MORTON
Hugoton,KS,Kansas,STEVENS
Moscow,KS,Kansas,STEVENS
Richfield,KS,Kansas,MORTON
Rolla,KS,Kansas,MORTON
Abie,NE,Nebraska,BUTLER
Arlington,NE,Nebraska,WASHINGTON
Ashland,NE,Nebraska,SAUNDERS
Bancroft,NE,Nebraska,CUMING
Bellevue,NE,Nebraska,SARPY
Bennington,NE,Nebraska,DOUGLAS
Blair,NE,Nebraska,WASHINGTON
Boys Town,NE,Nebraska,DOUGLAS
Bruno,NE,Nebraska,BUTLER
Cedar Bluffs,NE,Nebraska,SAUNDERS
Cedar Creek,NE,Nebraska,CASS
Ceresco,NE,Nebraska,SAUNDERS
Colon,NE,Nebraska,SAUNDERS
Craig,NE,Nebraska,BURT
Decatur,NE,Nebraska,BURT
Elkhorn,NE,Nebraska,DOUGLAS
Fort Calhoun,NE,Nebraska,WASHINGTON
Fremont,NE,Nebraska,DODGE
Gretna,NE,Nebraska,SARPY
Herman,NE,Nebraska,WASHINGTON
Homer,NE,Nebraska,DAKOTA
Hooper,NE,Nebraska,DODGE
Ithaca,NE,Nebraska,SAUNDERS
Kennard,NE,Nebraska,WASHINGTON
Linwood,NE,Nebraska,BUTLER
Louisville,NE,Nebraska,CASS
Lyons,NE,Nebraska,BURT
Macy,NE,Nebraska,THURSTON
Malmo,NE,Nebraska,SAUNDERS
Mead,NE,Nebraska,SAUNDERS
Memphis,NE,Nebraska,SAUNDERS
Nickerson,NE,Nebraska,DODGE
Oakland,NE,Nebraska,BURT
Papillion,NE,Nebraska,SARPY
Pender,NE,Nebraska,THURSTON
Plattsmouth,NE,Nebraska,CASS
Prague,NE,Nebraska,SAUNDERS
Rosalie,NE,Nebraska,THURSTON
St Columbans,NE,Nebraska,SARPY
Scribner,NE,Nebraska,DODGE
South Bend,NE,Nebraska,CASS
Springfield,NE,Nebraska,SARPY
Tekamah,NE,Nebraska,BURT
Thurston,NE,Nebraska,THURSTON
Uehling,NE,Nebraska,DODGE
Valley,NE,Nebraska,DOUGLAS
Valparaiso,NE,Nebraska,SAUNDERS
Wahoo,NE,Nebraska,SAUNDERS
Walthill,NE,Nebraska,THURSTON
Washington,NE,Nebraska,WASHINGTON
Waterloo,NE,Nebraska,DOUGLAS
Weston,NE,Nebraska,SAUNDERS
Winnebago,NE,Nebraska,THURSTON
Winslow,NE,Nebraska,DODGE
Yutan,NE,Nebraska,SAUNDERS
Omaha,NE,Nebraska,DOUGLAS
Offutt A F B,NE,Nebraska,SARPY
La Vista,NE,Nebraska,SARPY
Omaha,NE,Nebraska,SARPY
Adams,NE,Nebraska,GAGE
Alexandria,NE,Nebraska,THAYER
Alvo,NE,Nebraska,CASS
Auburn,NE,Nebraska,NEMAHA
Avoca,NE,Nebraska,CASS
Barneston,NE,Nebraska,GAGE
Beatrice,NE,Nebraska,GAGE
Beaver Crossing,NE,Nebraska,SEWARD
Bee,NE,Nebraska,SEWARD
Belvidere,NE,Nebraska,THAYER
Benedict,NE,Nebraska,YORK
Bennet,NE,Nebraska,LANCASTER
Blue Springs,NE,Nebraska,GAGE
Bradshaw,NE,Nebraska,YORK
Brock,NE,Nebraska,NEMAHA
Brownville,NE,Nebraska,NEMAHA
Bruning,NE,Nebraska,THAYER
Burchard,NE,Nebraska,PAWNEE
Burr,NE,Nebraska,OTOE
Byron,NE,Nebraska,THAYER
Carleton,NE,Nebraska,THAYER
Chester,NE,Nebraska,THAYER
Clatonia,NE,Nebraska,GAGE
Cook,NE,Nebraska,JOHNSON
Cordova,NE,Nebraska,SEWARD
Cortland,NE,Nebraska,GAGE
Crab Orchard,NE,Nebraska,JOHNSON
Crete,NE,Nebraska,SALINE
Davenport,NE,Nebraska,THAYER
Davey,NE,Nebraska,LANCASTER
Dawson,NE,Nebraska,RICHARDSON
Daykin,NE,Nebraska,JEFFERSON
Denton,NE,Nebraska,LANCASTER
Deshler,NE,Nebraska,THAYER
De Witt,NE,Nebraska,SALINE
Diller,NE,Nebraska,JEFFERSON
Dorchester,NE,Nebraska,SALINE
Douglas,NE,Nebraska,OTOE
Du Bois,NE,Nebraska,PAWNEE
Dunbar,NE,Nebraska,OTOE
Eagle,NE,Nebraska,CASS
Elk Creek,NE,Nebraska,JOHNSON
Elmwood,NE,Nebraska,CASS
Endicott,NE,Nebraska,JEFFERSON
Exeter,NE,Nebraska,FILLMORE
Fairbury,NE,Nebraska,JEFFERSON
Fairmont,NE,Nebraska,FILLMORE
Falls City,NE,Nebraska,RICHARDSON
Filley,NE,Nebraska,GAGE
Firth,NE,Nebraska,LANCASTER
Friend,NE,Nebraska,SALINE
Garland,NE,Nebraska,SEWARD
Geneva,NE,Nebraska,FILLMORE
Gilead,NE,Nebraska,THAYER
Goehner,NE,Nebraska,SEWARD
Grafton,NE,Nebraska,FILLMORE
Greenwood,NE,Nebraska,CASS
Gresham,NE,Nebraska,YORK
Hallam,NE,Nebraska,LANCASTER
Hebron,NE,Nebraska,THAYER
Henderson,NE,Nebraska,YORK
